row_number,strt_lon,strt_lat,end_lon,end_lat,m,km,minutes,hours
1,-71.073644,42.350989,-71.050699,42.357143,2279,2.279,11,0.183333333
2,-71.050699,42.357143,-71.076847,42.341332,3506,3.506,15.75,0.2625
3,-71.045461,42.351821,-71.055407,42.356755,1101,1.101,5.333333333,0.088888889
4,-71.123831,42.352261,-71.074182,42.338623,5432,5.432,21.38333333,0.356388889
5,-71.123831,42.352261,-71.056067,42.362811,7809,7.809,29.6,0.493333333
6,-71.045461,42.351821,-71.056067,42.362811,1677,1.677,7.483333333,0.124722222
7,-71.123831,42.352261,-71.088496,42.335911,4946,4.946,17.75,0.295833333
8,-71.045461,42.351821,-71.055547,42.352175,1490,1.49,8.216666667,0.136944444
9,-71.123831,42.352261,-71.09788,42.344763,3463,3.463,12.96666667,0.216111111
10,-71.045461,42.351821,-71.123831,42.352261,7946,7.946,29.56666667,0.492777778
11,-71.123831,42.352261,-71.073644,42.350989,4499,4.499,15.3,0.255
12,-71.045461,42.351821,-71.094734,42.331567,5808,5.808,24.55,0.409166667
13,-71.045461,42.351821,-71.0790969,42.3348756,4105,4.105,16.56666667,0.276111111
14,-71.045461,42.351821,-71.074182,42.338623,3525,3.525,14.18333333,0.236388889
15,-71.045461,42.351821,-71.099855,42.346171,6705,6.705,26.65,0.444166667
16,-71.045461,42.351821,-71.09788,42.344763,6094,6.094,26.73333333,0.445555556
17,-71.045461,42.351821,-71.085954,42.348717,4734,4.734,19.65,0.3275
18,-71.045461,42.351821,-71.050699,42.357143,864,0.864,3.35,0.055833333
19,-71.050699,42.357143,-71.055547,42.352175,1268,1.268,7.166666667,0.119444444
20,-71.074182,42.338623,-71.076847,42.341332,616,0.616,2.733333333,0.045555556
21,-71.055407,42.356755,-71.074182,42.338623,3303,3.303,13.68333333,0.228055556
22,-71.074182,42.338623,-71.066289,42.351146,1866,1.866,8.983333333,0.149722222
23,-71.055407,42.356755,-71.088496,42.335911,4423,4.423,17.98333333,0.299722222
24,-71.055407,42.356755,-71.129791,42.36337,8687,8.687,30.31666667,0.505277778
25,-71.044624,42.353412,-71.076847,42.341332,4533,4.533,17.05,0.284166667
26,-71.045461,42.351821,-71.076163,42.347433,3714,3.714,17.45,0.290833333
27,-71.074182,42.338623,-71.070378,42.352096,2390,2.39,11.35,0.189166667
28,-71.146452,42.357247,-71.074182,42.338623,7505,7.505,28.7,0.478333333
29,-71.088496,42.335911,-71.056868,42.360583,4485,4.485,18.93333333,0.315555556
30,-71.09788,42.344763,-71.074182,42.338623,2974,2.974,13.08333333,0.218055556
31,-71.129791,42.36337,-71.045461,42.351821,9073,9.073,34.45,0.574166667
32,-71.055547,42.352175,-71.085918,42.343864,3870,3.87,16.61666667,0.276944444
33,-71.09788,42.344763,-71.088496,42.335911,2745,2.745,11.15,0.185833333
34,-71.074182,42.338623,-71.085954,42.348717,2196,2.196,9.25,0.154166667
35,-71.094734,42.331567,-71.070378,42.352096,3419,3.419,14.23333333,0.237222222
36,-71.074182,42.338623,-71.146452,42.357247,7391,7.391,29.7,0.495
37,-71.099855,42.346171,-71.085918,42.343864,1533,1.533,6.383333333,0.106388889
38,-71.070378,42.352096,-71.074182,42.338623,2036,2.036,11.36666667,0.189444444
39,-71.045461,42.351821,-71.088496,42.335911,5078,5.078,21.75,0.3625
40,-71.074182,42.338623,-71.09788,42.344763,2945,2.945,12.91666667,0.215277778
41,-71.088496,42.335911,-71.05896,42.354594,3821,3.821,17.01666667,0.283611111
42,-71.129791,42.36337,-71.123831,42.352261,2067,2.067,9.533333333,0.158888889
43,-71.076847,42.341332,-71.056067,42.362811,3922,3.922,17.13333333,0.285555556
44,-71.066289,42.351146,-71.055407,42.356755,1869,1.869,8.483333333,0.141388889
45,-71.076163,42.347433,-71.055407,42.356755,2816,2.816,14.38333333,0.239722222
46,-71.085918,42.343864,-71.073644,42.350989,1637,1.637,5.483333333,0.091388889
47,-71.055407,42.356755,-71.066289,42.351146,1804,1.804,7.366666667,0.122777778
48,-71.055547,42.352175,-71.076847,42.341332,3110,3.11,13.31666667,0.221944444
49,-71.085954,42.348717,-71.099855,42.346171,1816,1.816,7.65,0.1275
50,-71.073644,42.350989,-71.123831,42.352261,6028,6.028,21.1,0.351666667
51,-71.076847,42.341332,-71.099855,42.346171,2853,2.853,12.38333333,0.206388889
52,-71.105884,42.350075,-71.066289,42.351146,4955,4.955,17.86666667,0.297777778
53,-71.085954,42.348717,-71.068922,42.341522,2478,2.478,12.38333333,0.206388889
54,-71.074182,42.338623,-71.123831,42.352261,5172,5.172,23.4,0.39
55,-71.077303,42.349673,-71.074182,42.338623,2009,2.009,10.28333333,0.171388889
56,-71.050699,42.357143,-71.045461,42.351821,880,0.88,6.816666667,0.113611111
57,-71.068922,42.341522,-71.0790969,42.3348756,1122,1.122,4.65,0.0775
58,-71.044624,42.353412,-71.059364,42.359677,2019,2.019,10.05,0.1675
59,-71.088496,42.335911,-71.074182,42.338623,1697,1.697,7.7,0.128333333
60,-71.076847,42.341332,-71.137313,42.353334,6040,6.04,26.38333333,0.439722222
61,-71.045461,42.351821,-71.068922,42.341522,2850,2.85,12.21666667,0.203611111
62,-71.090179,42.341814,-71.076163,42.347433,1879,1.879,9.083333333,0.151388889
63,-71.09788,42.344763,-71.129791,42.36337,4726,4.726,19.66666667,0.327777778
64,-71.123831,42.352261,-71.05896,42.354594,5860,5.86,21.23333333,0.353888889
65,-71.056067,42.362811,-71.123831,42.352261,7480,7.48,26.85,0.4475
66,-71.090179,42.341814,-71.129791,42.36337,5905,5.905,25.15,0.419166667
67,-71.085918,42.343864,-71.045461,42.351821,4246,4.246,17.58333333,0.293055556
68,-71.09788,42.344763,-71.085918,42.343864,1480,1.48,5.683333333,0.094722222
69,-71.050699,42.357143,-71.123831,42.352261,7519,7.519,27.35,0.455833333
70,-71.090179,42.341814,-71.094734,42.331567,1508,1.508,7.516666667,0.125277778
71,-71.077303,42.349673,-71.060868,42.366231,3425,3.425,15.25,0.254166667
72,-71.056067,42.362811,-71.045461,42.351821,1752,1.752,10.5,0.175
73,-71.088496,42.335911,-71.102797,42.337171,1536,1.536,7,0.116666667
74,-71.0790969,42.3348756,-71.068922,42.341522,1122,1.122,4.45,0.074166667
75,-71.088496,42.335911,-71.105884,42.350075,3585,3.585,16,0.266666667
76,-71.076847,42.341332,-71.077303,42.349673,1122,1.122,5.35,0.089166667
77,-71.060868,42.366231,-71.077303,42.349673,4067,4.067,16.5,0.275
78,-71.085954,42.348717,-71.123831,42.352261,3404,3.404,15.35,0.255833333
79,-71.070378,42.352096,-71.045461,42.351821,2404,2.404,12.61666667,0.210277778
80,-71.137313,42.353334,-71.056067,42.362811,8776,8.776,32.26666667,0.537777778
81,-71.05896,42.354594,-71.105221,42.334073,5373,5.373,20.61666667,0.343611111
82,-71.090179,42.341814,-71.102797,42.337171,1428,1.428,5.2,0.086666667
83,-71.094734,42.331567,-71.09788,42.344763,2396,2.396,10.71666667,0.178611111
84,-71.060868,42.366231,-71.045461,42.351821,2674,2.674,12.26666667,0.204444444
85,-71.076847,42.341332,-71.094734,42.331567,2104,2.104,8.033333333,0.133888889
86,-71.077303,42.349673,-71.056868,42.360583,2756,2.756,13.76666667,0.229444444
87,-71.056868,42.360583,-71.074182,42.338623,3386,3.386,14.93333333,0.248888889
88,-71.123831,42.352261,-71.045461,42.351821,7107,7.107,26.7,0.445
89,-71.074182,42.338623,-71.105221,42.334073,3270,3.27,12.68333333,0.211388889
90,-71.074182,42.338623,-71.1065,42.338629,3415,3.415,12.71666667,0.211944444
91,-71.090179,42.341814,-71.045461,42.351821,4613,4.613,20.41666667,0.340277778
92,-71.0790969,42.3348756,-71.137313,42.353334,6371,6.371,28.51666667,0.475277778
93,-71.123831,42.352261,-71.1065,42.338629,2917,2.917,11.58333333,0.193055556
94,-71.1065,42.338629,-71.056868,42.360583,5999,5.999,25.71666667,0.428611111
95,-71.074182,42.338623,-71.045461,42.351821,3561,3.561,15.41666667,0.256944444
96,-71.076847,42.341332,-71.085954,42.348717,1272,1.272,5.9,0.098333333
97,-71.05896,42.354594,-71.096831,42.349046,3994,3.994,15.76666667,0.262777778
98,-71.055407,42.356755,-71.077303,42.349673,2859,2.859,11.36666667,0.189444444
99,-71.0790969,42.3348756,-71.105884,42.350075,3661,3.661,18,0.3
100,-71.068922,42.341522,-71.045461,42.351821,3019,3.019,13.2,0.22
101,-71.055547,42.352175,-71.137313,42.353334,8222,8.222,29.6,0.493333333
102,-71.077303,42.349673,-71.055407,42.356755,2567,2.567,12.36666667,0.206111111
103,-71.070378,42.352096,-71.094734,42.331567,3187,3.187,14.45,0.240833333
104,-71.137313,42.353334,-71.09788,42.344763,4430,4.43,15.65,0.260833333
105,-71.105884,42.350075,-71.076847,42.341332,3431,3.431,15.36666667,0.256111111
106,-71.085954,42.348717,-71.076847,42.341332,1799,1.799,9.45,0.1575
107,-71.094734,42.331567,-71.085954,42.348717,2766,2.766,9.75,0.1625
108,-71.09788,42.344763,-71.077303,42.349673,2060,2.06,9.133333333,0.152222222
109,-71.074182,42.338623,-71.056868,42.360583,3333,3.333,14.7,0.245
110,-71.090179,42.341814,-71.09788,42.344763,1028,1.028,4.9,0.081666667
111,-71.077303,42.349673,-71.088496,42.335911,2429,2.429,10.58333333,0.176388889
112,-71.059364,42.359677,-71.123831,42.352261,6501,6.501,23.66666667,0.394444444
113,-71.085954,42.348717,-71.074182,42.338623,2294,2.294,11.73333333,0.195555556
114,-71.059364,42.359677,-71.094734,42.331567,4834,4.834,18.95,0.315833333
115,-71.094734,42.331567,-71.085918,42.343864,2023,2.023,7.433333333,0.123888889
116,-71.129791,42.36337,-71.137313,42.353334,1538,1.538,6.666666667,0.111111111
117,-71.1065,42.338629,-71.105884,42.350075,1897,1.897,13.36666667,0.222777778
118,-71.085918,42.343864,-71.094734,42.331567,1995,1.995,8.25,0.1375
119,-71.066289,42.351146,-71.045461,42.351821,2299,2.299,10.45,0.174166667
120,-71.09788,42.344763,-71.090179,42.341814,1269,1.269,6.2,0.103333333
121,-71.074182,42.338623,-71.077303,42.349673,1732,1.732,8.183333333,0.136388889
122,-71.099855,42.346171,-71.060868,42.366231,5840,5.84,24.18333333,0.403055556
123,-71.077303,42.349673,-71.09788,42.344763,2243,2.243,10.53333333,0.175555556
124,-71.085954,42.348717,-71.094734,42.331567,2696,2.696,12,0.2
125,-71.09788,42.344763,-71.073644,42.350989,2309,2.309,9.15,0.1525
126,-71.096831,42.349046,-71.07403,42.334057,2818,2.818,12.6,0.21
127,-71.074182,42.338623,-71.073644,42.350989,2093,2.093,9.8,0.163333333
128,-71.074182,42.338623,-71.076163,42.347433,1476,1.476,6.516666667,0.108611111
129,-71.045461,42.351821,-71.137313,42.353334,9162,9.162,34.5,0.575
130,-71.123831,42.352261,-71.060868,42.366231,7366,7.366,26.88333333,0.448055556
131,-71.076847,42.341332,-71.060868,42.366231,4266,4.266,17.33333333,0.288888889
132,-71.074182,42.338623,-71.129791,42.36337,6983,6.983,29.01666667,0.483611111
133,-71.137313,42.353334,-71.074182,42.338623,6399,6.399,24.06666667,0.401111111
134,-71.066289,42.351146,-71.056868,42.360583,2058,2.058,9.883333333,0.164722222
135,-71.123831,42.352261,-71.085918,42.343864,3681,3.681,12.28333333,0.204722222
136,-71.073644,42.350989,-71.094734,42.331567,3038,3.038,14.36666667,0.239444444
137,-71.129791,42.36337,-71.0790969,42.3348756,8523,8.523,33.2,0.553333333
138,-71.123831,42.352261,-71.099855,42.346171,2759,2.759,8.883333333,0.148055556
139,-71.123831,42.352261,-71.050699,42.357143,6777,6.777,25.61666667,0.426944444
140,-71.077303,42.349673,-71.044624,42.353412,3526,3.526,16.05,0.2675
141,-71.094734,42.331567,-71.076847,42.341332,2124,2.124,7.95,0.1325
142,-71.085918,42.343864,-71.059364,42.359677,3619,3.619,14.36666667,0.239444444
143,-71.050699,42.357143,-71.060868,42.366231,2106,2.106,7.633333333,0.127222222
144,-71.076847,42.341332,-71.066289,42.351146,1634,1.634,8.1,0.135
145,-71.059364,42.359677,-71.09788,42.344763,4846,4.846,21.53333333,0.358888889
146,-71.105221,42.334073,-71.085954,42.348717,3344,3.344,11.75,0.195833333
147,-71.094734,42.331567,-71.0790969,42.3348756,1780,1.78,7.75,0.129166667
148,-71.129791,42.36337,-71.094734,42.331567,7302,7.302,26.66666667,0.444444444
149,-71.077303,42.349673,-71.146452,42.357247,6512,6.512,24.76666667,0.412777778
150,-71.124565,42.363732,-71.076163,42.347433,5864,5.864,23.35,0.389166667
151,-71.094734,42.331567,-71.074182,42.338623,2359,2.359,9.983333333,0.166388889
152,-71.066289,42.351146,-71.059364,42.359677,1672,1.672,7.233333333,0.120555556
153,-71.070378,42.352096,-71.085918,42.343864,2116,2.116,11.03333333,0.183888889
154,-71.085918,42.343864,-71.0790969,42.3348756,2117,2.117,10.21666667,0.170277778
155,-71.076847,42.341332,-71.123831,42.352261,4824,4.824,21.43333333,0.357222222
156,-71.102797,42.337171,-71.074182,42.338623,3166,3.166,15.03333333,0.250555556
157,-71.0790969,42.3348756,-71.13802,42.361667,7744,7.744,32.28333333,0.538055556
158,-71.070378,42.352096,-71.123831,42.352261,5731,5.731,19.53333333,0.325555556
159,-71.099855,42.346171,-71.066289,42.351146,3394,3.394,14.83333333,0.247222222
160,-71.094734,42.331567,-71.059364,42.359677,4749,4.749,18.85,0.314166667
161,-71.050699,42.357143,-71.073644,42.350989,3630,3.63,15.98333333,0.266388889
162,-71.059364,42.359677,-71.073644,42.350989,2809,2.809,13,0.216666667
163,-71.146452,42.357247,-71.05896,42.354594,10130,10.13,36.76666667,0.612777778
164,-71.05896,42.354594,-71.076163,42.347433,2461,2.461,10.8,0.18
165,-71.074182,42.338623,-71.102797,42.337171,3101,3.101,11.91666667,0.198611111
166,-71.105221,42.334073,-71.129791,42.36337,5634,5.634,23.15,0.385833333
167,-71.102797,42.337171,-71.07403,42.334057,3193,3.193,15.01666667,0.250277778
168,-71.076163,42.347433,-71.146452,42.357247,6945,6.945,26.93333333,0.448888889
169,-71.074182,42.338623,-71.094734,42.331567,2330,2.33,9.466666667,0.157777778
170,-71.07403,42.334057,-71.096831,42.349046,2944,2.944,15.76666667,0.262777778
171,-71.056067,42.362811,-71.055547,42.352175,1759,1.759,9.383333333,0.156388889
172,-71.090179,42.341814,-71.07403,42.334057,2071,2.071,10.33333333,0.172222222
173,-71.066289,42.351146,-71.099855,42.346171,4500,4.5,16.96666667,0.282777778
174,-71.059364,42.359677,-71.074182,42.338623,3596,3.596,14.91666667,0.248611111
175,-71.056067,42.362811,-71.074182,42.338623,3793,3.793,17.25,0.2875
176,-71.105884,42.350075,-71.05896,42.354594,5285,5.285,19.53333333,0.325555556
177,-71.07403,42.334057,-71.102797,42.337171,3124,3.124,12.15,0.2025
178,-71.074182,42.338623,-71.059364,42.359677,2935,2.935,12.33333333,0.205555556
179,-71.076163,42.347433,-71.059364,42.359677,2620,2.62,13.11666667,0.218611111
180,-71.129791,42.36337,-71.105221,42.334073,4958,4.958,19.73333333,0.328888889
181,-71.059364,42.359677,-71.076163,42.347433,2740,2.74,11.83333333,0.197222222
182,-71.07403,42.334057,-71.124565,42.363732,6554,6.554,27.58333333,0.459722222
183,-71.055407,42.356755,-71.056868,42.360583,599,0.599,3,0.05
184,-71.137313,42.353334,-71.045461,42.351821,8074,8.074,29.38333333,0.489722222
185,-71.099855,42.346171,-71.074182,42.338623,3027,3.027,13.8,0.23
186,-71.085954,42.348717,-71.105828,42.347527,2151,2.151,10.48333333,0.174722222
187,-71.085918,42.343864,-71.129791,42.36337,5530,5.53,22.06666667,0.367777778
188,-71.123831,42.352261,-71.137313,42.353334,1215,1.215,4.933333333,0.082222222
189,-71.146452,42.357247,-71.059364,42.359677,10140,10.14,35.6,0.593333333
190,-71.085954,42.348717,-71.045461,42.351821,3739,3.739,18.1,0.301666667
191,-71.102797,42.337171,-71.077303,42.349673,3000,3,11.56666667,0.192777778
192,-71.076847,42.341332,-71.045461,42.351821,3839,3.839,16.26666667,0.271111111
193,-71.129791,42.36337,-71.09788,42.344763,5411,5.411,23.08333333,0.384722222
194,-71.074182,42.338623,-71.060868,42.366231,3989,3.989,16.48333333,0.274722222
195,-71.056067,42.362811,-71.060868,42.366231,680,0.68,3.783333333,0.063055556
196,-71.129791,42.36337,-71.085918,42.343864,6960,6.96,26.53333333,0.442222222
197,-71.060868,42.366231,-71.123831,42.352261,6883,6.883,23.65,0.394166667
198,-71.085954,42.348717,-71.105221,42.334073,2779,2.779,10.33333333,0.172222222
199,-71.066289,42.351146,-71.077303,42.349673,1055,1.055,4,0.066666667
200,-71.0790969,42.3348756,-71.070378,42.352096,2773,2.773,12.95,0.215833333
201,-71.055547,42.352175,-71.068922,42.341522,2434,2.434,10.61666667,0.176944444
202,-71.088088,42.347265,-71.076847,42.341332,1430,1.43,6.566666667,0.109444444
203,-71.060868,42.366231,-71.050699,42.357143,1535,1.535,8.65,0.144166667
204,-71.1065,42.338629,-71.045461,42.351821,6241,6.241,26.26666667,0.437777778
205,-71.090179,42.341814,-71.074182,42.338623,2422,2.422,11.36666667,0.189444444
206,-71.0790969,42.3348756,-71.094734,42.331567,1751,1.751,7.083333333,0.118055556
207,-71.13802,42.361667,-71.070378,42.352096,7526,7.526,26.38333333,0.439722222
208,-71.088496,42.335911,-71.1065,42.338629,1850,1.85,7.8,0.13
209,-71.056067,42.362811,-71.1065,42.338629,7694,7.694,29.58333333,0.493055556
210,-71.070378,42.352096,-71.068922,42.341522,1487,1.487,8.666666667,0.144444444
211,-71.059364,42.359677,-71.085918,42.343864,3835,3.835,15.91666667,0.265277778
212,-71.045461,42.351821,-71.060868,42.366231,2969,2.969,10.96666667,0.182777778
213,-71.059364,42.359677,-71.088088,42.347265,3797,3.797,17.2,0.286666667
214,-71.099855,42.346171,-71.070378,42.352096,2659,2.659,11.41666667,0.190277778
215,-71.088088,42.347265,-71.129791,42.36337,5588,5.588,22.4,0.373333333
216,-71.137313,42.353334,-71.0790969,42.3348756,6764,6.764,25.18333333,0.419722222
217,-71.129791,42.36337,-71.085954,42.348717,6268,6.268,22.95,0.3825
218,-71.045461,42.351821,-71.105221,42.334073,6627,6.627,27.25,0.454166667
219,-71.085954,42.348717,-71.070378,42.352096,1428,1.428,7.55,0.125833333
220,-71.094734,42.331567,-71.066289,42.351146,3273,3.273,13.95,0.2325
221,-71.070378,42.352096,-71.085954,42.348717,1416,1.416,7.283333333,0.121388889
222,-71.060868,42.366231,-71.094734,42.331567,6632,6.632,26.73333333,0.445555556
223,-71.070378,42.352096,-71.066289,42.351146,518,0.518,5.883333333,0.098055556
224,-71.1065,42.338629,-71.088496,42.335911,1738,1.738,7.466666667,0.124444444
225,-71.09788,42.344763,-71.076847,42.341332,2479,2.479,10.8,0.18
226,-71.076847,42.341332,-71.088088,42.347265,1348,1.348,7.5,0.125
227,-71.045461,42.351821,-71.129791,42.36337,9342,9.342,34.08333333,0.568055556
228,-71.076847,42.341332,-71.129791,42.36337,6636,6.636,27.06666667,0.451111111
229,-71.076163,42.347433,-71.05896,42.354594,1999,1.999,10.86666667,0.181111111
230,-71.045461,42.351821,-71.1065,42.338629,6772,6.772,27.28333333,0.454722222
231,-71.060868,42.366231,-71.068922,42.341522,3859,3.859,16.63333333,0.277222222
232,-71.074182,42.338623,-71.099855,42.346171,3406,3.406,14.48333333,0.241388889
233,-71.085954,42.348717,-71.129791,42.36337,5216,5.216,20.98333333,0.349722222
234,-71.094734,42.331567,-71.05896,42.354594,4484,4.484,19.3,0.321666667
235,-71.099855,42.346171,-71.045461,42.351821,4971,4.971,21.96666667,0.366111111
236,-71.074182,42.338623,-71.088496,42.335911,1668,1.668,6.833333333,0.113888889
237,-71.073644,42.350989,-71.045461,42.351821,2608,2.608,12.1,0.201666667
238,-71.105884,42.350075,-71.051601,42.35977,6266,6.266,24.05,0.400833333
239,-71.088496,42.335911,-71.094734,42.331567,730,0.73,2.8,0.046666667
240,-71.059364,42.359677,-71.066289,42.351146,1485,1.485,5.533333333,0.092222222
241,-71.070378,42.352096,-71.050699,42.357143,2074,2.074,11.51666667,0.191944444
242,-71.059364,42.359677,-71.055547,42.352175,1721,1.721,6.533333333,0.108888889
243,-71.051601,42.35977,-71.074182,42.338623,3670,3.67,15.71666667,0.261944444
244,-71.051601,42.35977,-71.137313,42.353334,8410,8.41,32.23333333,0.537222222
245,-71.055547,42.352175,-71.13802,42.361667,9180,9.18,32.26666667,0.537777778
246,-71.070378,42.352096,-71.060868,42.366231,3414,3.414,14.3,0.238333333
247,-71.073644,42.350989,-71.074182,42.338623,1887,1.887,11.28333333,0.188055556
248,-71.129791,42.36337,-71.076847,42.341332,7522,7.522,28.75,0.479166667
249,-71.129791,42.36337,-71.059364,42.359677,7836,7.836,27.83333333,0.463888889
250,-71.1065,42.338629,-71.076847,42.341332,3229,3.229,11.81666667,0.196944444
251,-71.085954,42.348717,-71.088088,42.347265,312,0.312,2.75,0.045833333
252,-71.074182,42.338623,-71.088088,42.347265,2111,2.111,10.16666667,0.169444444
253,-71.094734,42.331567,-71.137313,42.353334,6957,6.957,28.81666667,0.480277778
254,-71.050699,42.357143,-71.070378,42.352096,2296,2.296,13.3,0.221666667
255,-71.044624,42.353412,-71.094734,42.331567,6256,6.256,26.36666667,0.439444444
256,-71.059364,42.359677,-71.090179,42.341814,4594,4.594,18.41666667,0.306944444
257,-71.102797,42.337171,-71.129791,42.36337,5213,5.213,21.31666667,0.355277778
258,-71.066289,42.351146,-71.070378,42.352096,518,0.518,5.7,0.095
259,-71.05896,42.354594,-71.055407,42.356755,816,0.816,3.516666667,0.058611111
260,-71.137313,42.353334,-71.094734,42.331567,6353,6.353,21.91666667,0.365277778
261,-71.070378,42.352096,-71.077303,42.349673,945,0.945,4.5,0.075
262,-71.05896,42.354594,-71.094734,42.331567,4555,4.555,17.91666667,0.298611111
263,-71.074182,42.338623,-71.089886,42.350851,2312,2.312,12.48333333,0.208055556
264,-71.089886,42.350851,-71.0790969,42.3348756,2976,2.976,16.16666667,0.269444444
265,-71.089886,42.350851,-71.056868,42.360583,4307,4.307,18.98333333,0.316388889
266,-71.0790969,42.3348756,-71.056067,42.362811,4225,4.225,18.51666667,0.308611111
267,-71.07403,42.334057,-71.088496,42.335911,1708,1.708,7.066666667,0.117777778
268,-71.055547,42.352175,-71.060868,42.366231,2840,2.84,10.8,0.18
269,-71.13802,42.361667,-71.068922,42.341522,8227,8.227,31.91666667,0.531944444
270,-71.059364,42.359677,-71.055407,42.356755,1359,1.359,5.483333333,0.091388889
271,-71.055547,42.352175,-71.045461,42.351821,1064,1.064,4.266666667,0.071111111
272,-71.07403,42.334057,-71.076163,42.347433,1958,1.958,8.466666667,0.141111111
273,-71.088496,42.335911,-71.07403,42.334057,1724,1.724,7.683333333,0.128055556
274,-71.060868,42.366231,-71.089886,42.350851,4075,4.075,14.7,0.245
275,-71.056067,42.362811,-71.09788,42.344763,6130,6.13,26.3,0.438333333
276,-71.0790969,42.3348756,-71.123831,42.352261,5156,5.156,23.58333333,0.393055556
277,-71.089886,42.350851,-71.060868,42.366231,3840,3.84,16.66666667,0.277777778
278,-71.137313,42.353334,-71.073644,42.350989,5466,5.466,17.98333333,0.299722222
279,-71.073644,42.350989,-71.066289,42.351146,1032,1.032,4.966666667,0.082777778
280,-71.066289,42.351146,-71.146452,42.357247,7960,7.96,26.16666667,0.436111111
281,-71.076847,42.341332,-71.070378,42.352096,1780,1.78,8.5,0.141666667
282,-71.088088,42.347265,-71.137313,42.353334,4992,4.992,21.71666667,0.361944444
283,-71.0833545,42.3281898,-71.05896,42.354594,3786,3.786,15.78333333,0.263055556
284,-71.055407,42.356755,-71.05896,42.354594,885,0.885,3.516666667,0.058611111
285,-71.066289,42.351146,-71.094734,42.331567,3349,3.349,13.41666667,0.223611111
286,-71.0833545,42.3281898,-71.123831,42.352261,6369,6.369,29.45,0.490833333
287,-71.105221,42.334073,-71.102797,42.337171,1052,1.052,4.3,0.071666667
288,-71.070378,42.352096,-71.09788,42.344763,2776,2.776,14.36666667,0.239444444
289,-71.088088,42.347265,-71.060868,42.366231,4396,4.396,19.05,0.3175
290,-71.105884,42.350075,-71.059364,42.359677,5294,5.294,18.36666667,0.306111111
291,-71.119581,42.365074,-71.105828,42.347527,4095,4.095,16.98333333,0.283055556
292,-71.060868,42.366231,-71.074182,42.338623,4263,4.263,18.26666667,0.304444444
293,-71.059364,42.359677,-71.045461,42.351821,2174,2.174,8.416666667,0.140277778
294,-71.060868,42.366231,-71.09788,42.344763,5533,5.533,23.08333333,0.384722222
295,-71.055547,42.352175,-71.074182,42.338623,2838,2.838,12.25,0.204166667
296,-71.105828,42.347527,-71.119581,42.365074,2965,2.965,15.61666667,0.260277778
297,-71.045461,42.351821,-71.073644,42.350989,4057,4.057,18.18333333,0.303055556
298,-71.09788,42.344763,-71.070378,42.352096,2606,2.606,10.71666667,0.178611111
299,-71.085954,42.348717,-71.077303,42.349673,881,0.881,5.966666667,0.099444444
300,-71.073644,42.350989,-71.089886,42.350851,1788,1.788,8,0.133333333
301,-71.088088,42.347265,-71.074182,42.338623,1925,1.925,8.866666667,0.147777778
302,-71.07403,42.334057,-71.066289,42.351146,2553,2.553,11.91666667,0.198611111
303,-71.089886,42.350851,-71.146452,42.357247,5078,5.078,17.21666667,0.286944444
304,-71.05896,42.354594,-71.090179,42.341814,4315,4.315,17.38333333,0.289722222
305,-71.066289,42.351146,-71.09788,42.344763,3842,3.842,16.35,0.2725
306,-71.09788,42.344763,-71.105221,42.334073,2129,2.129,8.3,0.138333333
307,-71.09788,42.344763,-71.085954,42.348717,1415,1.415,5.983333333,0.099722222
308,-71.09788,42.344763,-71.13802,42.361667,5517,5.517,21.66666667,0.361111111
309,-71.085954,42.348717,-71.085918,42.343864,700,0.7,3.75,0.0625
310,-71.085918,42.343864,-71.123831,42.352261,3719,3.719,16.43333333,0.273888889
311,-71.088088,42.347265,-71.09788,42.344763,1049,1.049,4.333333333,0.072222222
312,-71.05896,42.354594,-71.059364,42.359677,799,0.799,3.266666667,0.054444444
313,-71.060868,42.366231,-71.0833545,42.3281898,5553,5.553,24.25,0.404166667
314,-71.099855,42.346171,-71.13802,42.361667,5210,5.21,20.66666667,0.344444444
315,-71.076163,42.347433,-71.090179,42.341814,2255,2.255,8.616666667,0.143611111
316,-71.05896,42.354594,-71.066289,42.351146,1206,1.206,4.5,0.075
317,-71.055407,42.356755,-71.059364,42.359677,673,0.673,3.766666667,0.062777778
318,-71.060868,42.366231,-71.088088,42.347265,4484,4.484,18.75,0.3125
319,-71.088088,42.347265,-71.094734,42.331567,2427,2.427,9.7,0.161666667
320,-71.074182,42.338623,-71.055407,42.356755,3144,3.144,13.31666667,0.221944444
321,-71.0833545,42.3281898,-71.056868,42.360583,4805,4.805,20.53333333,0.342222222
322,-71.045461,42.351821,-71.059364,42.359677,1572,1.572,8.233333333,0.137222222
323,-71.045461,42.351821,-71.096831,42.349046,5248,5.248,22.4,0.373333333
324,-71.056868,42.360583,-71.09788,42.344763,5227,5.227,23.21666667,0.386944444
325,-71.124565,42.363732,-71.070378,42.352096,6297,6.297,21.61666667,0.360277778
326,-71.09788,42.344763,-71.123831,42.352261,3424,3.424,15.01666667,0.250277778
327,-71.074182,42.338623,-71.085918,42.343864,1453,1.453,6.95,0.115833333
328,-71.096831,42.349046,-71.073644,42.350989,2160,2.16,8.65,0.144166667
329,-71.119581,42.365074,-71.056868,42.360583,7900,7.9,29.63333333,0.493888889
330,-71.055407,42.356755,-71.07403,42.334057,3899,3.899,15.55,0.259166667
331,-71.076163,42.347433,-71.07403,42.334057,1969,1.969,8.066666667,0.134444444
