row_number,strt_lon,strt_lat,end_lon,end_lat,m,km,minutes,hours
7185,-71.085918,42.343864,-71.045859,42.335693,4468,4.468,20.6,0.343333333
7186,-71.064608,42.375603,-71.055547,42.352175,3401,3.401,14.41666667,0.240277778
7187,-71.10042,42.363562,-71.073089,42.336437,4279,4.279,20.78333333,0.346388889
7188,-71.056605,42.377022,-71.09788,42.344763,6856,6.856,28.68333333,0.478055556
7189,-71.051122,42.320494,-71.096831,42.349046,5993,5.993,28.06666667,0.467777778
7190,-71.069849,42.356052,-71.065928,42.325941,4629,4.629,20.41666667,0.340277778
7191,-71.099855,42.346171,-71.073089,42.336437,3155,3.155,14.41666667,0.240277778
7192,-71.073089,42.336437,-71.069849,42.356052,2874,2.874,13.7,0.228333333
7193,-71.096831,42.349046,-71.060515,42.365942,5177,5.177,18.83333333,0.313888889
7194,-71.116865,42.377945,-71.045859,42.335693,9590,9.59,36.48333333,0.608055556
7195,-71.082383,42.348762,-71.056605,42.377022,5532,5.532,20.95,0.349166667
7196,-71.082674,42.348323,-71.070884,42.36069,2582,2.582,10.7,0.178333333
7197,-71.045859,42.335693,-71.107593,42.383405,9856,9.856,34.91666667,0.581944444
7198,-71.048927,42.378338,-71.055407,42.356755,3774,3.774,14.96666667,0.249444444
7199,-71.048927,42.378338,-71.070378,42.352096,5190,5.19,19.48333333,0.324722222
7200,-71.045859,42.335693,-71.06514,42.361285,4429,4.429,16.45,0.274166667
7201,-71.093198,42.3581,-71.045859,42.335693,6487,6.487,30.41666667,0.506944444
7202,-71.069849,42.356052,-71.119945,42.379011,7817,7.817,26.88333333,0.448055556
7203,-71.093198,42.3581,-71.075354,42.325333,4802,4.802,25.26666667,0.421111111
7204,-71.0441,42.3475,-71.045859,42.335693,1845,1.845,8.933333333,0.148888889
7205,-71.055407,42.356755,-71.060515,42.365942,1488,1.488,7.05,0.1175
7206,-71.075354,42.325333,-71.107593,42.383405,8549,8.549,36.81666667,0.613611111
7207,-71.099855,42.346171,-71.069849,42.356052,3336,3.336,13.85,0.230833333
7208,-71.060515,42.365942,-71.082578,42.345959,4715,4.715,18.9,0.315
7209,-71.056605,42.377022,-71.045461,42.351821,4154,4.154,16.31666667,0.271944444
7210,-71.045859,42.335693,-71.096831,42.349046,5915,5.915,26.93333333,0.448888889
7211,-71.060515,42.365942,-71.13401,42.348607,8221,8.221,27.76666667,0.462777778
7212,-71.081572,42.340799,-71.117152,42.369182,5703,5.703,23.63333333,0.393888889
7213,-71.048927,42.378338,-71.059364,42.359677,3168,3.168,12.5,0.208333333
7214,-71.096413,42.386428,-71.056067,42.362811,5844,5.844,25.85,0.430833333
7215,-71.069849,42.356052,-71.082674,42.348323,1896,1.896,7.55,0.125833333
7216,-71.106541,42.378551,-71.069849,42.356052,4337,4.337,16.41666667,0.273611111
7217,-71.10942,42.39082,-71.126908,42.402763,2036,2.036,7.25,0.120833333
7218,-71.045461,42.351821,-71.060292,42.371848,3668,3.668,15.61666667,0.260277778
7219,-71.048927,42.378338,-71.118201,42.369832,7280,7.28,25.96666667,0.432777778
7220,-71.069849,42.356052,-71.123413,42.40449,10027,10.027,35.7,0.595
7221,-71.06514,42.361285,-71.045859,42.335693,4447,4.447,18.15,0.3025
7222,-71.056605,42.377022,-71.059364,42.359677,2651,2.651,10.56666667,0.176111111
7223,-71.069849,42.356052,-71.076472,42.366981,3147,3.147,11.56666667,0.192777778
7224,-71.073089,42.336437,-71.117152,42.369182,6763,6.763,29.3,0.488333333
7225,-71.129791,42.36337,-71.048927,42.378338,10330,10.33,34.68333333,0.578055556
7226,-71.069849,42.356052,-71.129791,42.36337,6450,6.45,21.28333333,0.354722222
7227,-71.119945,42.379011,-71.048927,42.378338,7701,7.701,26.28333333,0.438055556
7228,-71.060292,42.371848,-71.044624,42.353412,3961,3.961,16.16666667,0.269444444
7229,-71.048927,42.378338,-71.096831,42.349046,6735,6.735,24.83333333,0.413888889
7230,-71.070378,42.352096,-71.048927,42.378338,5568,5.568,19.45,0.324166667
7231,-71.060515,42.365942,-71.120886,42.373231,6272,6.272,22.91666667,0.381944444
7232,-71.09788,42.344763,-71.075354,42.325333,4572,4.572,21.21666667,0.353611111
7233,-71.111075,42.373379,-71.082383,42.348762,4311,4.311,19.15,0.319166667
7234,-71.060515,42.365942,-71.050699,42.357143,1613,1.613,8.9,0.148333333
7235,-71.119581,42.365074,-71.116865,42.377945,2409,2.409,11.61666667,0.193611111
7236,-71.035705,42.311819,-71.076163,42.347433,7175,7.175,27.56666667,0.459444444
7237,-71.117152,42.369182,-71.081572,42.340799,7258,7.258,27.91666667,0.465277778
7238,-71.123413,42.40449,-71.090188,42.362429,6298,6.298,23.61666667,0.393611111
7239,-71.1031,42.36507,-71.060515,42.365942,4135,4.135,15.96666667,0.266111111
7240,-71.06514,42.361285,-71.075354,42.325333,5951,5.951,27.2,0.453333333
7241,-71.069849,42.356052,-71.059364,42.359677,1229,1.229,6.55,0.109166667
7242,-71.096831,42.349046,-71.048927,42.378338,7306,7.306,23.81666667,0.396944444
7243,-71.09169,42.366277,-71.048927,42.378338,4696,4.696,17.88333333,0.298055556
7244,-71.070884,42.36069,-71.076472,42.366981,2400,2.4,9.716666667,0.161944444
7245,-71.116174,42.351313,-71.073089,42.336437,4796,4.796,21.43333333,0.357222222
7246,-71.082383,42.348762,-71.048927,42.378338,6049,6.049,22.15,0.369166667
7247,-71.099855,42.346171,-71.048927,42.378338,7994,7.994,29.35,0.489166667
7248,-71.075354,42.325333,-71.09788,42.344763,4082,4.082,18.25,0.304166667
7249,-71.075354,42.325333,-71.076472,42.366981,6971,6.971,29.05,0.484166667
7250,-71.0441,42.3475,-71.10042,42.363562,6513,6.513,23.68333333,0.394722222
7251,-71.102797,42.337171,-71.045859,42.335693,6145,6.145,26.7,0.445
7252,-71.056605,42.377022,-71.094445,42.372969,3982,3.982,13.06666667,0.217777778
7253,-71.06514,42.361285,-71.048927,42.378338,4132,4.132,14.18333333,0.236388889
7254,-71.094445,42.372969,-71.056605,42.377022,3994,3.994,14.58333333,0.243055556
7255,-71.055407,42.356755,-71.069849,42.356052,2237,2.237,8.666666667,0.144444444
7256,-71.045859,42.335693,-71.07278,42.355596,4902,4.902,17.65,0.294166667
7257,-71.118579,42.373268,-71.123413,42.40449,4496,4.496,16.81666667,0.280277778
7258,-71.116205,42.332799,-71.051122,42.320494,7319,7.319,29.61666667,0.493611111
7259,-71.109927,42.340299,-71.116205,42.332799,1188,1.188,3.483333333,0.058055556
7260,-71.073089,42.336437,-71.076472,42.366981,5382,5.382,23.9,0.398333333
7261,-71.0833545,42.3281898,-71.075354,42.325333,975,0.975,4.533333333,0.075555556
7262,-71.121851,42.372244,-71.075354,42.325333,7827,7.827,34.88333333,0.581388889
7263,-71.076163,42.347433,-71.118201,42.369832,6491,6.491,25.91666667,0.431944444
7264,-71.099855,42.346171,-71.044624,42.353412,5500,5.5,23.7,0.395
7265,-71.066289,42.351146,-71.069849,42.356052,687,0.687,2.766666667,0.046111111
7266,-71.057629,42.35892,-71.126908,42.402763,9174,9.174,33.23333333,0.553888889
7267,-71.118201,42.369832,-71.076163,42.347433,6178,6.178,24.8,0.413333333
7268,-71.055407,42.356755,-71.045859,42.335693,3499,3.499,14.03333333,0.233888889
7269,-71.069849,42.356052,-71.070378,42.352096,660,0.66,2.883333333,0.048055556
7270,-71.126908,42.402763,-71.10942,42.39082,2187,2.187,8.916666667,0.148611111
7271,-71.076163,42.347433,-71.116865,42.377945,8313,8.313,32.93333333,0.548888889
7272,-71.10942,42.39082,-71.051122,42.320494,11929,11.929,46.85,0.780833333
7273,-71.051122,42.320494,-71.116205,42.332799,7256,7.256,29.5,0.491666667
7274,-71.056605,42.377022,-71.075354,42.325333,7662,7.662,29.86666667,0.497777778
7275,-71.088496,42.335911,-71.075354,42.325333,2093,2.093,10.76666667,0.179444444
7276,-71.045859,42.335693,-71.094734,42.331567,5318,5.318,20.66666667,0.344444444
7277,-71.07131,42.360877,-71.048927,42.378338,4099,4.099,14.68333333,0.244722222
7278,-71.109927,42.340299,-71.045859,42.335693,6685,6.685,27.85,0.464166667
7279,-71.070884,42.36069,-71.089886,42.350851,2604,2.604,9.25,0.154166667
7280,-71.073089,42.336437,-71.056868,42.360583,3710,3.71,16.73333333,0.278888889
7281,-71.070884,42.36069,-71.1065,42.338629,5319,5.319,19.26666667,0.321111111
7282,-71.088496,42.335911,-71.070884,42.36069,4763,4.763,17.88333333,0.298055556
7283,-71.102797,42.337171,-71.060515,42.365942,6525,6.525,26.83333333,0.447222222
7284,-71.07403,42.334057,-71.118201,42.369832,6717,6.717,28.48333333,0.474722222
7285,-71.075354,42.325333,-71.045859,42.335693,3659,3.659,16.15,0.269166667
7286,-71.073089,42.336437,-71.099855,42.346171,3540,3.54,16,0.266666667
7287,-71.035705,42.311819,-71.123413,42.40449,17409,17.409,62.75,1.045833333
7288,-71.048927,42.378338,-71.077303,42.349673,6119,6.119,23.58333333,0.393055556
7289,-71.124565,42.363732,-71.056605,42.377022,9361,9.361,31.56666667,0.526111111
7290,-71.116865,42.377945,-71.146452,42.357247,5714,5.714,21.61666667,0.360277778
7291,-71.050699,42.357143,-71.060515,42.365942,2038,2.038,7.416666667,0.123611111
7292,-71.070884,42.36069,-71.088496,42.335911,3758,3.758,15.81666667,0.263611111
7293,-71.069849,42.356052,-71.123338,42.341598,5509,5.509,21.4,0.356666667
7294,-71.064608,42.375603,-71.073089,42.336437,5447,5.447,22.53333333,0.375555556
7295,-71.073089,42.336437,-71.129791,42.36337,7118,7.118,30.53333333,0.508888889
7296,-71.090179,42.341814,-71.082383,42.348762,1244,1.244,5.45,0.090833333
7297,-71.075354,42.325333,-71.082383,42.348762,4054,4.054,16.21666667,0.270277778
7298,-71.048927,42.378338,-71.06514,42.361285,3047,3.047,11.53333333,0.192222222
7299,-71.099855,42.346171,-71.117152,42.369182,4515,4.515,19.03333333,0.317222222
7300,-71.073089,42.336437,-71.105884,42.350075,3811,3.811,19.31666667,0.321944444
7301,-71.10042,42.363562,-71.123413,42.40449,6504,6.504,24.13333333,0.402222222
7302,-71.069849,42.356052,-71.060292,42.371848,3540,3.54,12.26666667,0.204444444
7303,-71.095319,42.379637,-71.069849,42.356052,4842,4.842,18.76666667,0.312777778
7304,-71.048927,42.378338,-71.1065,42.338629,8937,8.937,33.91666667,0.565277778
7305,-71.056605,42.377022,-71.0790969,42.3348756,7539,7.539,30.36666667,0.506111111
7306,-71.069849,42.356052,-71.100694,42.345733,3921,3.921,14.16666667,0.236111111
7307,-71.07131,42.360877,-71.116865,42.377945,6235,6.235,22.15,0.369166667
7308,-71.051122,42.320494,-71.116772,42.400877,14548,14.548,53.6,0.893333333
7309,-71.073089,42.336437,-71.107593,42.383405,6960,6.96,31.68333333,0.528055556
7310,-71.107593,42.383405,-71.070884,42.36069,5315,5.315,19.28333333,0.321388889
7311,-71.060292,42.371848,-71.105884,42.350075,6089,6.089,20.13333333,0.335555556
7312,-71.045859,42.335693,-71.082578,42.345959,3970,3.97,16.48333333,0.274722222
7313,-71.076163,42.347433,-71.123413,42.40449,11638,11.638,44.26666667,0.737777778
7314,-71.084105,42.362613,-71.069849,42.356052,1755,1.755,7.5,0.125
7315,-71.116865,42.377945,-71.07711,42.3707,4345,4.345,14.6,0.243333333
7316,-71.0833545,42.3281898,-71.117152,42.369182,7826,7.826,33.85,0.564166667
7317,-71.051122,42.320494,-71.070378,42.352096,5920,5.92,25.61666667,0.426944444
7318,-71.070884,42.36069,-71.119581,42.365074,6067,6.067,20.2,0.336666667
7319,-71.094734,42.331567,-71.064608,42.375603,8157,8.157,30.28333333,0.504722222
7320,-71.095319,42.379637,-71.045859,42.335693,8138,8.138,34.86666667,0.581111111
7321,-71.044624,42.353412,-71.060292,42.371848,4115,4.115,17.43333333,0.290555556
7322,-71.096413,42.386428,-71.060515,42.365942,5426,5.426,23.31666667,0.388611111
7323,-71.082674,42.348323,-71.073089,42.336437,2384,2.384,10.81666667,0.180277778
7324,-71.069849,42.356052,-71.066289,42.351146,1407,1.407,6.666666667,0.111111111
7325,-71.075354,42.325333,-71.056605,42.377022,9585,9.585,37.16666667,0.619444444
7326,-71.116865,42.377945,-71.102797,42.337171,7252,7.252,28.03333333,0.467222222
7327,-71.114214,42.366621,-71.069849,42.356052,6397,6.397,21.23333333,0.353888889
7328,-71.06514,42.361285,-71.069849,42.356052,1089,1.089,4.616666667,0.076944444
7329,-71.116865,42.377945,-71.051601,42.35977,6762,6.762,27.66666667,0.461111111
7330,-71.121851,42.372244,-71.116865,42.377945,1381,1.381,6.083333333,0.101388889
7331,-71.073089,42.336437,-71.07278,42.355596,3149,3.149,14.83333333,0.247222222
7332,-71.051601,42.35977,-71.116865,42.377945,7189,7.189,26.03333333,0.433888889
7333,-71.085954,42.348717,-71.073089,42.336437,2422,2.422,12.35,0.205833333
7334,-71.129791,42.36337,-71.075354,42.325333,10084,10.084,40.33333333,0.672222222
7335,-71.062679,42.352409,-71.123413,42.40449,10617,10.617,38.38333333,0.639722222
7336,-71.069849,42.356052,-71.062679,42.352409,1307,1.307,6.35,0.105833333
7337,-71.069849,42.356052,-71.075354,42.325333,4869,4.869,22.2,0.37
7338,-71.055407,42.356755,-71.120526,42.333689,7402,7.402,28.73333333,0.478888889
7339,-71.116865,42.377945,-71.096413,42.386428,2784,2.784,12.05,0.200833333
7340,-71.057629,42.35892,-71.063348,42.354979,739,0.739,3.483333333,0.058055556
7341,-71.069849,42.356052,-71.0441,42.3475,3067,3.067,15.6,0.26
7342,-71.123338,42.341598,-71.064608,42.375603,7994,7.994,34.05,0.5675
7343,-71.094734,42.331567,-71.060515,42.365942,6821,6.821,27.21666667,0.453611111
7344,-71.07131,42.360877,-71.069849,42.356052,604,0.604,2.216666667,0.036944444
7345,-71.129791,42.36337,-71.045859,42.335693,10257,10.257,41.11666667,0.685277778
7346,-71.123413,42.40449,-71.059364,42.359677,8683,8.683,33.25,0.554166667
7347,-71.060515,42.365942,-71.085954,42.348717,4502,4.502,16.71666667,0.278611111
7348,-71.073644,42.350989,-71.045859,42.335693,3793,3.793,18.75,0.3125
7349,-71.05896,42.354594,-71.048927,42.378338,5230,5.23,18.38333333,0.306388889
7350,-71.105221,42.334073,-71.048927,42.378338,9528,9.528,34.2,0.57
7351,-71.045859,42.335693,-71.100694,42.345733,6104,6.104,25.13333333,0.418888889
7352,-71.07711,42.3707,-71.069849,42.356052,2763,2.763,10.5,0.175
7353,-71.035705,42.311819,-71.069849,42.356052,7069,7.069,28.33333333,0.472222222
7354,-71.126908,42.402763,-71.096413,42.386428,3396,3.396,13.38333333,0.223055556
7355,-71.096413,42.386428,-71.075354,42.325333,10818,10.818,46.08333333,0.768055556
7356,-71.060292,42.371848,-71.06514,42.361285,1809,1.809,7.716666667,0.128611111
7357,-71.085918,42.343864,-71.056605,42.377022,6409,6.409,23.55,0.3925
7358,-71.056868,42.360583,-71.075354,42.325333,5313,5.313,22.51666667,0.375277778
7359,-71.073089,42.336437,-71.062679,42.352409,2382,2.382,10.91666667,0.181944444
7360,-71.045859,42.335693,-71.064608,42.375603,6405,6.405,22.43333333,0.373888889
7361,-71.082383,42.348762,-71.129791,42.36337,5691,5.691,21.86666667,0.364444444
7362,-71.096413,42.386428,-71.069849,42.356052,6208,6.208,23.4,0.39
7363,-71.069849,42.356052,-71.102221,42.343912,4128,4.128,14.8,0.246666667
7364,-71.07131,42.360877,-71.073089,42.336437,3652,3.652,16.86666667,0.281111111
7365,-71.075354,42.325333,-71.1065,42.338629,3943,3.943,16.48333333,0.274722222
7366,-71.106541,42.378551,-71.045859,42.335693,8573,8.573,33.43333333,0.557222222
7367,-71.073089,42.336437,-71.068922,42.341522,919,0.919,4.233333333,0.070555556
7368,-71.056868,42.360583,-71.069849,42.356052,2032,2.032,9.7,0.161666667
7369,-71.1065,42.338629,-71.075354,42.325333,3763,3.763,18.06666667,0.301111111
7370,-71.05896,42.354594,-71.075354,42.325333,4751,4.751,18.91666667,0.315277778
7371,-71.035705,42.311819,-71.073089,42.336437,5584,5.584,20.65,0.344166667
7372,-71.102221,42.343912,-71.069849,42.356052,3651,3.651,14.75,0.245833333
7373,-71.069849,42.356052,-71.106541,42.378551,5775,5.775,20.06666667,0.334444444
7374,-71.075354,42.325333,-71.088496,42.335911,2143,2.143,9.283333333,0.154722222
7375,-71.073089,42.336437,-71.09169,42.366277,4573,4.573,22.83333333,0.380555556
7376,-71.13401,42.348607,-71.048927,42.378338,8959,8.959,33.91666667,0.565277778
7377,-71.107593,42.383405,-71.116865,42.377945,1555,1.555,5.5,0.091666667
7378,-71.062679,42.352409,-71.051601,42.35977,1411,1.411,6.5,0.108333333
7379,-71.082383,42.348762,-71.066289,42.351146,1792,1.792,7.85,0.130833333
7380,-71.057629,42.35892,-71.073089,42.336437,3239,3.239,14.43333333,0.240555556
7381,-71.09788,42.344763,-71.082383,42.348762,1550,1.55,6.283333333,0.104722222
7382,-71.073089,42.336437,-71.123338,42.341598,5340,5.34,23.41666667,0.390277778
7383,-71.123413,42.40449,-71.106541,42.378551,3930,3.93,14.06666667,0.234444444
7384,-71.085954,42.348717,-71.048927,42.378338,6233,6.233,23.25,0.3875
7385,-71.06514,42.361285,-71.056605,42.377022,3615,3.615,12.98333333,0.216388889
7386,-71.045859,42.335693,-71.088496,42.335911,4654,4.654,18.05,0.300833333
7387,-71.084105,42.362613,-71.085954,42.348717,4948,4.948,17.85,0.2975
7388,-71.073089,42.336437,-71.07131,42.360877,4946,4.946,21.08333333,0.351388889
7389,-71.102797,42.337171,-71.082383,42.348762,2605,2.605,9.666666667,0.161111111
7390,-71.056067,42.362811,-71.069849,42.356052,2107,2.107,11.21666667,0.186944444
7391,-71.111075,42.373379,-71.093198,42.3581,2554,2.554,9,0.15
7392,-71.069849,42.356052,-71.07131,42.360877,1323,1.323,4.533333333,0.075555556
7393,-71.048927,42.378338,-71.07278,42.355596,4614,4.614,16.41666667,0.273611111
7394,-71.044624,42.353412,-71.045859,42.335693,3385,3.385,12.68333333,0.211388889
7395,-71.073089,42.336437,-71.0833545,42.3281898,1299,1.299,6.733333333,0.112222222
7396,-71.035705,42.311819,-71.137313,42.353334,11626,11.626,47.68333333,0.794722222
7397,-71.070884,42.36069,-71.105828,42.347527,4441,4.441,16.31666667,0.271944444
7398,-71.045461,42.351821,-71.082383,42.348762,4793,4.793,20.35,0.339166667
7399,-71.073089,42.336437,-71.114214,42.366621,7256,7.256,30.86666667,0.514444444
7400,-71.096831,42.349046,-71.120886,42.373231,4816,4.816,17.76666667,0.296111111
7401,-71.090188,42.362429,-71.123413,42.40449,6641,6.641,25.63333333,0.427222222
7402,-71.09788,42.344763,-71.073089,42.336437,3102,3.102,13.71666667,0.228611111
7403,-71.060292,42.371848,-71.120886,42.373231,5827,5.827,21,0.35
7404,-71.07278,42.355596,-71.060515,42.365942,2487,2.487,10.91666667,0.181944444
7405,-71.075354,42.325333,-71.082578,42.345959,3499,3.499,14.53333333,0.242222222
7406,-71.045859,42.335693,-71.05896,42.354594,3337,3.337,11.73333333,0.195555556
7407,-71.105221,42.334073,-71.075354,42.325333,4102,4.102,18.63333333,0.310555556
7408,-71.116772,42.400877,-71.116865,42.377945,3273,3.273,11.35,0.189166667
7409,-71.102221,42.343912,-71.05896,42.354594,4038,4.038,17.4,0.29
7410,-71.045859,42.335693,-71.1065,42.338629,6409,6.409,24.11666667,0.401944444
7411,-71.09788,42.344763,-71.056605,42.377022,7081,7.081,27.23333333,0.453888889
7412,-71.0441,42.3475,-71.069849,42.356052,2988,2.988,10.65,0.1775
7413,-71.073089,42.336437,-71.096413,42.386428,9039,9.039,38.33333333,0.638888889
7414,-71.099855,42.346171,-71.09169,42.366277,4234,4.234,19.11666667,0.318611111
7415,-71.123413,42.40449,-71.095319,42.379637,4770,4.77,18.01666667,0.300277778
7416,-71.035705,42.311819,-71.057629,42.35892,7755,7.755,29.01666667,0.483611111
7417,-71.048927,42.378338,-71.05896,42.354594,3678,3.678,14.68333333,0.244722222
7418,-71.137313,42.353334,-71.116865,42.377945,3972,3.972,17.9,0.298333333
7419,-71.069849,42.356052,-71.096413,42.386428,6248,6.248,23.55,0.3925
7420,-71.114214,42.366621,-71.048927,42.378338,7270,7.27,26.01666667,0.433611111
7421,-71.045859,42.335693,-71.114214,42.366621,11215,11.215,38.48333333,0.641388889
7422,-71.0833545,42.3281898,-71.116865,42.377945,8034,8.034,35.5,0.591666667
7423,-71.10042,42.363562,-71.116772,42.400877,5810,5.81,21.78333333,0.363055556
7424,-71.09169,42.366277,-71.123413,42.40449,6082,6.082,23.11666667,0.385277778
7425,-71.0790969,42.3348756,-71.070884,42.36069,4839,4.839,19.86666667,0.331111111
7426,-71.096831,42.349046,-71.073089,42.336437,3221,3.221,15.33333333,0.255555556
7427,-71.064608,42.375603,-71.116772,42.400877,6232,6.232,24.65,0.410833333
7428,-71.129791,42.36337,-71.056605,42.377022,9813,9.813,33.48333333,0.558055556
7429,-71.069849,42.356052,-71.05896,42.354594,1737,1.737,8.333333333,0.138888889
7430,-71.107593,42.383405,-71.118201,42.369832,3032,3.032,12.15,0.2025
7431,-71.065928,42.325941,-71.123413,42.40449,12032,12.032,49.43333333,0.823888889
7432,-71.1065,42.338629,-71.045859,42.335693,6347,6.347,26.65,0.444166667
7433,-71.116865,42.377945,-71.077303,42.349673,7474,7.474,30.33333333,0.505555556
7434,-71.096413,42.386428,-71.116772,42.400877,3124,3.124,10.45,0.174166667
7435,-71.126908,42.402763,-71.123413,42.40449,486,0.486,2.333333333,0.038888889
7436,-71.070884,42.36069,-71.064608,42.375603,3351,3.351,12.91666667,0.215277778
7437,-71.045859,42.335693,-71.09169,42.366277,7896,7.896,28.43333333,0.473888889
7438,-71.088088,42.347265,-71.090188,42.362429,2484,2.484,12.18333333,0.203055556
7439,-71.116174,42.351313,-71.045859,42.335693,7291,7.291,33.36666667,0.556111111
7440,-71.120526,42.333689,-71.123413,42.40449,10482,10.482,43.95,0.7325
7441,-71.120526,42.333689,-71.076472,42.366981,7356,7.356,27.85,0.464166667
7442,-71.116772,42.400877,-71.065928,42.325941,10896,10.896,43.78333333,0.729722222
7443,-71.13401,42.348607,-71.056605,42.377022,8442,8.442,32.71666667,0.545277778
7444,-71.076163,42.347433,-71.116205,42.332799,4406,4.406,14.76666667,0.246111111
7445,-71.123413,42.40449,-71.0833545,42.3281898,11364,11.364,47.85,0.7975
7446,-71.105221,42.334073,-71.121851,42.372244,5704,5.704,27.55,0.459166667
7447,-71.07131,42.360877,-71.060515,42.365942,1971,1.971,9.7,0.161666667
7448,-71.076472,42.366981,-71.123338,42.341598,6327,6.327,24.7,0.411666667
7449,-71.106541,42.378551,-71.070884,42.36069,3776,3.776,15.15,0.2525
7450,-71.116205,42.332799,-71.07711,42.3707,7613,7.613,28.78333333,0.479722222
7451,-71.123413,42.40449,-71.126908,42.402763,486,0.486,4.083333333,0.068055556
7452,-71.048927,42.378338,-71.085954,42.348717,6579,6.579,24.28333333,0.404722222
7453,-71.1065,42.338629,-71.116865,42.377945,6075,6.075,29.15,0.485833333
7454,-71.077303,42.349673,-71.118201,42.369832,6242,6.242,23.9,0.398333333
7455,-71.073089,42.336437,-71.120526,42.333689,4835,4.835,19.45,0.324166667
7456,-71.07711,42.3707,-71.116205,42.332799,7451,7.451,27.15,0.4525
7457,-71.116772,42.400877,-71.095319,42.379637,4234,4.234,15.91666667,0.265277778
7458,-71.116772,42.400877,-71.096413,42.386428,3031,3.031,11.51666667,0.191944444
7459,-71.062679,42.352409,-71.100694,42.345733,4765,4.765,19.78333333,0.329722222
7460,-71.120526,42.333689,-71.057629,42.35892,7004,7.004,26.76666667,0.446111111
7461,-71.070884,42.36069,-71.106541,42.378551,5027,5.027,18.21666667,0.303611111
7462,-71.107593,42.383405,-71.105221,42.334073,9473,9.473,35.11666667,0.585277778
7463,-71.096831,42.349046,-71.118201,42.369832,3893,3.893,13.95,0.2325
7464,-71.084105,42.362613,-71.073089,42.336437,4804,4.804,22.16666667,0.369444444
7465,-71.117152,42.369182,-71.065928,42.325941,9478,9.478,37.6,0.626666667
7466,-71.084105,42.362613,-71.045859,42.335693,5992,5.992,24.51666667,0.408611111
7467,-71.123338,42.341598,-71.045859,42.335693,8779,8.779,35.33333333,0.588888889
7468,-71.102797,42.337171,-71.075354,42.325333,3561,3.561,18.11666667,0.301944444
7469,-71.045859,42.335693,-71.105884,42.350075,6670,6.67,29.21666667,0.486944444
7470,-71.062679,42.352409,-71.116772,42.400877,9923,9.923,36.03333333,0.600555556
7471,-71.123413,42.40449,-71.116772,42.400877,696,0.696,2.6,0.043333333
7472,-71.069849,42.356052,-71.088088,42.347265,2154,2.154,9.6,0.16
7473,-71.084105,42.362613,-71.070884,42.36069,1195,1.195,6.233333333,0.103888889
7474,-71.075354,42.325333,-71.06514,42.361285,5583,5.583,22.83333333,0.380555556
7475,-71.096413,42.386428,-71.123413,42.40449,3887,3.887,12.86666667,0.214444444
7476,-71.07711,42.3707,-71.123413,42.40449,6943,6.943,25.11666667,0.418611111
7477,-71.051122,42.320494,-71.045859,42.335693,2127,2.127,8.75,0.145833333
7478,-71.045859,42.335693,-71.124565,42.363732,10625,10.625,36.46666667,0.607777778
7479,-71.044624,42.353412,-71.123413,42.40449,11460,11.46,43.38333333,0.723055556
7480,-71.117152,42.369182,-71.116865,42.377945,2150,2.15,9.633333333,0.160555556
7481,-71.126908,42.402763,-71.120526,42.333689,10281,10.281,38.76666667,0.646111111
7482,-71.069849,42.356052,-71.105495,42.366426,4050,4.05,14.5,0.241666667
7483,-71.062679,42.352409,-71.126908,42.402763,9992,9.992,35.83333333,0.597222222
7484,-71.123413,42.40449,-71.060292,42.371848,8178,8.178,29.21666667,0.486944444
7485,-71.082383,42.348762,-71.070378,42.352096,1057,1.057,4.433333333,0.073888889
7486,-71.070884,42.36069,-71.123413,42.40449,9279,9.279,33.85,0.564166667
7487,-71.096413,42.386428,-71.045859,42.335693,9504,9.504,39.5,0.658333333
7488,-71.070884,42.36069,-71.124565,42.363732,6357,6.357,21.05,0.350833333
7489,-71.107593,42.383405,-71.109927,42.340299,6418,6.418,29.53333333,0.492222222
7490,-71.123413,42.40449,-71.044624,42.353412,11075,11.075,43.63333333,0.727222222
7491,-71.105495,42.366426,-71.045859,42.335693,10538,10.538,41.35,0.689166667
7492,-71.105495,42.366426,-71.069849,42.356052,3815,3.815,13.2,0.22
7493,-71.123413,42.40449,-71.120526,42.333689,10859,10.859,41.48333333,0.691388889
7494,-71.076472,42.366981,-71.048927,42.378338,3107,3.107,12.73333333,0.212222222
7495,-71.05896,42.354594,-71.069849,42.356052,1639,1.639,5.816666667,0.096944444
7496,-71.069849,42.356052,-71.116865,42.377945,7983,7.983,27.53333333,0.458888889
7497,-71.093198,42.3581,-71.111075,42.373379,2548,2.548,9.716666667,0.161944444
7498,-71.100694,42.345733,-71.048927,42.378338,7833,7.833,28.9,0.481666667
7499,-71.116865,42.377945,-71.123413,42.40449,4025,4.025,15.7,0.261666667
7500,-71.069849,42.356052,-71.082578,42.345959,2055,2.055,9.033333333,0.150555556
7501,-71.119945,42.379011,-71.094734,42.331567,7642,7.642,31.3,0.521666667
7502,-71.057629,42.35892,-71.084105,42.362613,2450,2.45,13.3,0.221666667
7503,-71.094734,42.331567,-71.045859,42.335693,5341,5.341,24.08333333,0.401388889
7504,-71.107593,42.383405,-71.123413,42.40449,3492,3.492,12.9,0.215
7505,-71.116865,42.377945,-71.082674,42.348323,5406,5.406,23.13333333,0.385555556
7506,-71.106541,42.378551,-71.123413,42.40449,4252,4.252,15.63333333,0.260555556
7507,-71.060292,42.371848,-71.056605,42.377022,804,0.804,3.133333333,0.052222222
